transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
1691,2023-01-07,20:01:00,1,Female,51,Clothing,3,30,13.5,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1691','44933', 0.834027777777778,1,'Female',51,'Clothing',3,30,13.5,90),"
1693,2023-02-20,18:21:00,1,Male,41,Beauty,3,500,130,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1693','44977', 0.764583333333333,1,'Male',41,'Beauty',3,500,130,1500),"
477,2023-12-03,17:24:00,3,Male,43,Clothing,4,30,16.2,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('477','45263', 0.725,3,'Male',43,'Clothing',4,30,16.2,120),"
863,2023-11-12,22:40:00,4,Female,30,Electronics,2,25,11.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('863','45242', 0.944444444444444,4,'Female',30,'Electronics',2,25,11.25,50),"
1477,2023-01-08,21:59:00,3,Male,43,Clothing,4,30,15.6,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1477','44934', 0.915972222222222,3,'Male',43,'Clothing',4,30,15.6,120),"
1863,2023-05-26,22:33:00,4,Female,30,Electronics,2,25,10,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1863','45072', 0.939583333333333,4,'Female',30,'Electronics',2,25,10,50),"
6,2023-11-15,22:16:00,2,Female,45,Beauty,1,30,15,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('6','45245', 0.927777777777778,2,'Female',45,'Beauty',1,30,15,30),"
483,2023-02-06,17:25:00,2,Male,55,Clothing,1,30,8.4,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('483','44963', 0.725694444444444,2,'Male',55,'Clothing',1,30,8.4,30),"
738,2023-02-05,18:24:00,5,Male,41,Clothing,2,50,26,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('738','44962', 0.766666666666667,5,'Male',41,'Clothing',2,50,26,100),"
1006,2023-10-29,19:23:00,2,Female,45,Beauty,1,30,14.1,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1006','45228', 0.807638888888889,2,'Female',45,'Beauty',1,30,14.1,30),"
1483,2023-03-05,19:53:00,1,Male,55,Clothing,1,30,8.7,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1483','44990', 0.828472222222222,1,'Male',55,'Clothing',1,30,8.7,30),"
1738,2023-11-12,21:33:00,1,Male,41,Clothing,2,50,16,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1738','45242', 0.897916666666667,1,'Male',41,'Clothing',2,50,16,100),"
222,2023-01-07,18:56:00,4,Male,51,Clothing,4,30,10.5,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('222','44933', 0.788888888888889,4,'Male',51,'Clothing',4,30,10.5,120),"
588,2023-10-18,17:54:00,5,Male,38,Electronics,2,30,13.8,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('588','45217', 0.745833333333333,5,'Male',38,'Electronics',2,30,13.8,60),"
953,2023-07-02,17:58:00,1,Male,45,Beauty,3,30,12.6,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('953','45109', 0.748611111111111,1,'Male',45,'Beauty',3,30,12.6,90),"
1222,2023-09-17,18:15:00,3,Male,51,Clothing,4,30,11.1,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1222','45186', 0.760416666666667,3,'Male',51,'Clothing',4,30,11.1,120),"
1588,2023-06-25,21:29:00,4,Male,38,Electronics,2,30,13.2,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1588','45102', 0.895138888888889,4,'Male',38,'Electronics',2,30,13.2,60),"
1953,2023-05-15,17:34:00,3,Male,45,Beauty,3,30,10.2,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1953','45061', 0.731944444444444,3,'Male',45,'Beauty',3,30,10.2,90),"
66,2023-06-18,22:49:00,3,Female,45,Electronics,1,30,9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('66','45095', 0.950694444444444,3,'Female',45,'Electronics',1,30,9,30),"
482,2023-08-12,18:57:00,3,Female,28,Clothing,4,300,141,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('482','45150', 0.789583333333333,3,'Female',28,'Clothing',4,300,141,1200),"
903,2023-07-27,22:14:00,3,Female,51,Beauty,4,50,14,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('903','45134', 0.926388888888889,3,'Female',51,'Beauty',4,50,14,200),"
1066,2023-10-06,18:11:00,4,Female,45,Electronics,1,30,8.4,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1066','45205', 0.757638888888889,4,'Female',45,'Electronics',1,30,8.4,30),"
1482,2023-02-10,22:22:00,1,Female,28,Clothing,4,300,114,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1482','44967', 0.931944444444444,1,'Female',28,'Clothing',4,300,114,1200),"
1903,2023-07-27,21:44:00,5,Female,51,Beauty,4,50,19,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1903','45134', 0.905555555555556,5,'Female',51,'Beauty',4,50,19,200),"
102,2023-04-17,21:34:00,5,Female,47,Beauty,2,25,7.25,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('102','45033', 0.898611111111111,5,'Female',47,'Beauty',2,25,7.25,50),"
228,2023-04-03,20:26:00,4,Female,59,Electronics,2,30,10.8,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('228','45019', 0.851388888888889,4,'Female',59,'Electronics',2,30,10.8,60),"
236,2023-04-01,22:18:00,5,Female,54,Clothing,1,25,6.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('236','45017', 0.929166666666667,5,'Female',54,'Clothing',1,25,6.5,25),"
1102,2023-08-21,18:04:00,5,Female,47,Beauty,2,25,6.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1102','45159', 0.752777777777778,5,'Female',47,'Beauty',2,25,6.5,50),"
1228,2023-06-24,21:37:00,5,Female,59,Electronics,2,30,11.4,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1228','45101', 0.900694444444444,5,'Female',59,'Electronics',2,30,11.4,60),"
1236,2023-08-09,18:19:00,4,Female,54,Clothing,1,25,8.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1236','45147', 0.763194444444444,4,'Female',54,'Clothing',1,25,8.75,25),"
660,2023-07-29,18:46:00,2,Female,38,Beauty,2,500,270,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('660','45136', 0.781944444444444,2,'Female',38,'Beauty',2,500,270,1000),"
884,2023-02-18,20:31:00,1,Female,26,Clothing,2,30,7.5,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('884','44975', 0.854861111111111,1,'Female',26,'Clothing',2,30,7.5,60),"
987,2023-11-08,18:45:00,1,Female,30,Clothing,3,300,165,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('987','45238', 0.78125,1,'Female',30,'Clothing',3,300,165,900),"
1660,2023-09-23,20:27:00,2,Female,38,Beauty,2,500,160,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1660','45192', 0.852083333333333,2,'Female',38,'Beauty',2,500,160,1000),"
1884,2023-07-09,21:45:00,2,Female,26,Clothing,2,30,11.4,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1884','45116', 0.90625,2,'Female',26,'Clothing',2,30,11.4,60),"
1987,2023-05-26,18:18:00,2,Female,30,Clothing,3,300,129,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1987','45072', 0.7625,2,'Female',30,'Clothing',3,300,129,900),"
18,2023-09-06,19:13:00,5,Female,47,Electronics,2,25,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('18','45175', 0.800694444444444,5,'Female',47,'Electronics',2,25,12.5,50),"
69,2023-11-14,22:44:00,1,Female,56,Beauty,3,25,8.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('69','45244', 0.947222222222222,1,'Female',56,'Beauty',3,25,8.5,75),"
995,2023-03-04,22:38:00,4,Female,41,Clothing,1,30,9.9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('995','44989', 0.943055555555556,4,'Female',41,'Clothing',1,30,9.9,30),"
1018,2023-07-06,19:13:00,4,Female,47,Electronics,2,25,13,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1018','45113', 0.800694444444444,4,'Female',47,'Electronics',2,25,13,50),"
1069,2023-10-13,19:05:00,2,Female,56,Beauty,3,25,6.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1069','45212', 0.795138888888889,2,'Female',56,'Beauty',3,25,6.75,75),"
1995,2023-12-10,22:18:00,5,Female,41,Clothing,1,30,14.7,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1995','45270', 0.929166666666667,5,'Female',41,'Clothing',1,30,14.7,30),"
337,2023-08-22,17:56:00,1,Male,38,Clothing,1,500,275,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('337','45160', 0.747222222222222,1,'Male',38,'Clothing',1,500,275,500),"
585,2023-06-06,21:49:00,3,Female,24,Clothing,1,25,13.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('585','45083', 0.909027777777778,3,'Female',24,'Clothing',1,25,13.75,25),"
652,2023-10-31,17:05:00,4,Female,34,Beauty,2,50,20.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('652','45230', 0.711805555555556,4,'Female',34,'Beauty',2,50,20.5,100),"
1337,2023-07-21,19:56:00,2,Male,38,Clothing,1,500,225,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1337','45128', 0.830555555555556,2,'Male',38,'Clothing',1,500,225,500),"
1585,2023-10-05,20:00:00,2,Female,24,Clothing,1,25,7.25,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1585','45204', 0.833333333333333,2,'Female',24,'Clothing',1,25,7.25,25),"
1652,2023-11-16,20:00:00,2,Female,34,Beauty,2,50,20.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1652','45246', 0.833333333333333,2,'Female',34,'Beauty',2,50,20.5,100),"
242,2023-10-01,18:28:00,1,Male,21,Clothing,1,25,8,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('242','45200', 0.769444444444444,1,'Male',21,'Clothing',1,25,8,25),"
293,2023-05-27,19:04:00,4,Male,50,Electronics,3,30,9.6,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('293','45073', 0.794444444444444,4,'Male',50,'Electronics',3,30,9.6,90),"
460,2023-05-01,23:00:00,2,Male,40,Beauty,1,50,19,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('460','45047', 0.958333333333333,2,'Male',40,'Beauty',1,50,19,50),"
1242,2023-11-27,18:32:00,5,Male,21,Clothing,1,25,11.25,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1242','45257', 0.772222222222222,5,'Male',21,'Clothing',1,25,11.25,25),"
1293,2023-07-01,18:52:00,3,Male,50,Electronics,3,30,14.1,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1293','45108', 0.786111111111111,3,'Male',50,'Electronics',3,30,14.1,90),"
1460,2023-01-25,19:42:00,4,Male,40,Beauty,1,50,22,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1460','44951', 0.820833333333333,4,'Male',40,'Beauty',1,50,22,50),"
188,2023-08-31,18:50:00,3,Male,40,Clothing,3,25,8.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('188','45169', 0.784722222222222,3,'Male',40,'Clothing',3,25,8.5,75),"
357,2023-05-18,18:57:00,4,Female,40,Electronics,3,25,7.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('357','45064', 0.789583333333333,4,'Female',40,'Electronics',3,25,7.5,75),"
646,2023-05-26,21:02:00,3,Male,38,Clothing,3,30,13.5,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('646','45072', 0.876388888888889,3,'Male',38,'Clothing',3,30,13.5,90),"
749,2023-07-26,20:33:00,2,Male,42,Beauty,1,30,8.4,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('749','45133', 0.85625,2,'Male',42,'Beauty',1,30,8.4,30),"
974,2023-12-28,18:39:00,3,Male,47,Beauty,1,30,11.7,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('974','45288', 0.777083333333333,3,'Male',47,'Beauty',1,30,11.7,30),"
1188,2023-06-04,22:43:00,2,Male,40,Clothing,3,25,10.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1188','45081', 0.946527777777778,2,'Male',40,'Clothing',3,25,10.75,75),"
1357,2023-03-20,19:14:00,3,Female,40,Electronics,3,25,11.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1357','45005', 0.801388888888889,3,'Female',40,'Electronics',3,25,11.5,75),"
1646,2023-01-18,19:43:00,1,Male,38,Clothing,3,30,15.6,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1646','44944', 0.821527777777778,1,'Male',38,'Clothing',3,30,15.6,90),"
1749,2023-05-07,19:55:00,2,Male,42,Beauty,1,30,9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1749','45053', 0.829861111111111,2,'Male',42,'Beauty',1,30,9,30),"
1974,2023-02-19,20:20:00,3,Male,47,Beauty,1,30,12.9,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1974','44976', 0.847222222222222,3,'Male',47,'Beauty',1,30,12.9,30),"
190,2023-01-25,17:56:00,2,Female,60,Beauty,3,30,10.5,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('190','44951', 0.747222222222222,2,'Female',60,'Beauty',3,30,10.5,90),"
849,2023-06-25,19:33:00,5,Male,32,Clothing,2,25,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('849','45102', 0.814583333333333,5,'Male',32,'Clothing',2,25,12.5,50),"
853,2023-05-14,22:29:00,3,Male,21,Beauty,2,500,155,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('853','45060', 0.936805555555556,3,'Male',21,'Beauty',2,500,155,1000),"
1190,2023-09-29,21:00:00,4,Female,60,Beauty,3,30,10.8,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1190','45198', 0.875,4,'Female',60,'Beauty',3,30,10.8,90),"
1849,2023-07-21,22:42:00,1,Male,32,Clothing,2,25,12,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1849','45128', 0.945833333333333,1,'Male',32,'Clothing',2,25,12,50),"
1853,2023-05-29,18:39:00,2,Male,21,Beauty,2,500,190,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1853','45075', 0.777083333333333,2,'Male',21,'Beauty',2,500,190,1000),"
252,2023-05-05,17:37:00,1,Male,54,Electronics,1,300,84,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('252','45051', 0.734027777777778,1,'Male',54,'Electronics',1,300,84,300),"
606,2023-06-13,20:19:00,2,Male,22,Electronics,1,50,19.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('606','45090', 0.846527777777778,2,'Male',22,'Electronics',1,50,19.5,50),"
779,2023-05-15,19:19:00,3,Female,56,Electronics,2,500,155,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('779','45061', 0.804861111111111,3,'Female',56,'Electronics',2,500,155,1000),"
824,2023-02-25,19:10:00,3,Male,63,Clothing,4,30,9.3,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('824','44982', 0.798611111111111,3,'Male',63,'Clothing',4,30,9.3,120),"
866,2023-07-06,18:16:00,4,Male,24,Electronics,1,50,22.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('866','45113', 0.761111111111111,4,'Male',24,'Electronics',1,50,22.5,50),"
1252,2023-12-30,20:18:00,5,Male,54,Electronics,1,300,117,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1252','45290', 0.845833333333333,5,'Male',54,'Electronics',1,300,117,300),"
1606,2023-10-19,19:52:00,2,Male,22,Electronics,1,50,26.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1606','45218', 0.827777777777778,2,'Male',22,'Electronics',1,50,26.5,50),"
1779,2023-01-02,19:45:00,3,Female,56,Electronics,2,500,190,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1779','44928', 0.822916666666667,3,'Female',56,'Electronics',2,500,190,1000),"
1824,2023-01-24,20:19:00,4,Male,63,Clothing,4,30,12.6,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1824','44950', 0.846527777777778,4,'Male',63,'Clothing',4,30,12.6,120),"
1866,2023-08-17,22:38:00,5,Male,24,Electronics,1,50,20,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1866','45155', 0.943055555555556,5,'Male',24,'Electronics',1,50,20,50),"
5,2023-09-05,22:10:00,3,Male,30,Beauty,2,50,24,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('5','45174', 0.923611111111111,3,'Male',30,'Beauty',2,50,24,100),"
90,2023-09-10,17:53:00,3,Female,51,Electronics,1,30,13.5,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('90','45179', 0.745138888888889,3,'Female',51,'Electronics',1,30,13.5,30),"
380,2023-08-30,22:26:00,2,Male,56,Electronics,2,300,102,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('380','45168', 0.934722222222222,2,'Male',56,'Electronics',2,300,102,600),"
593,2023-01-18,22:05:00,2,Male,35,Electronics,2,30,13.2,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('593','44944', 0.920138888888889,2,'Male',35,'Electronics',2,30,13.2,60),"
820,2023-02-17,22:49:00,1,Male,49,Electronics,4,50,24,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('820','44974', 0.950694444444444,1,'Male',49,'Electronics',4,50,24,200),"
1005,2023-08-12,20:38:00,2,Male,30,Beauty,2,50,17.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1005','45150', 0.859722222222222,2,'Male',30,'Beauty',2,50,17.5,100),"
1090,2023-02-18,19:54:00,4,Female,51,Electronics,1,30,7.5,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1090','44975', 0.829166666666667,4,'Female',51,'Electronics',1,30,7.5,30),"
1380,2023-02-09,19:45:00,3,Male,56,Electronics,2,300,159,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1380','44966', 0.822916666666667,3,'Male',56,'Electronics',2,300,159,600),"
1593,2023-02-24,22:39:00,5,Male,35,Electronics,2,30,14.4,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1593','44981', 0.94375,5,'Male',35,'Electronics',2,30,14.4,60),"
1820,2023-05-13,21:31:00,1,Male,49,Electronics,4,50,22,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1820','45059', 0.896527777777778,1,'Male',49,'Electronics',4,50,22,200),"
120,2023-03-31,19:35:00,4,Male,60,Beauty,1,50,12.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('120','45016', 0.815972222222222,4,'Male',60,'Beauty',1,50,12.5,50),"
221,2023-11-27,21:01:00,3,Male,39,Beauty,2,300,111,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('221','45257', 0.875694444444444,3,'Male',39,'Beauty',2,300,111,600),"
341,2023-01-20,17:06:00,5,Male,31,Clothing,4,50,18.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('341','44946', 0.7125,5,'Male',31,'Clothing',4,50,18.5,200),"
640,2023-12-25,20:05:00,3,Female,51,Electronics,4,30,12.6,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('640','45285', 0.836805555555556,3,'Female',51,'Electronics',4,30,12.6,120),"
744,2023-05-23,18:02:00,1,Male,40,Electronics,1,25,6.5,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('744','45069', 0.751388888888889,1,'Male',40,'Electronics',1,25,6.5,25),"
1120,2023-03-02,19:32:00,4,Male,60,Beauty,1,50,26.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1120','44987', 0.813888888888889,4,'Male',60,'Beauty',1,50,26.5,50),"
1221,2023-09-14,22:57:00,5,Male,39,Beauty,2,300,114,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1221','45183', 0.95625,5,'Male',39,'Beauty',2,300,114,600),"
1341,2023-01-30,22:10:00,1,Male,31,Clothing,4,50,21,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1341','44956', 0.923611111111111,1,'Male',31,'Clothing',4,50,21,200),"
1640,2023-06-10,19:44:00,5,Female,51,Electronics,4,30,14.1,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1640','45087', 0.822222222222222,5,'Female',51,'Electronics',4,30,14.1,120),"
1744,2023-07-07,21:49:00,4,Male,40,Electronics,1,25,8.75,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1744','45114', 0.909027777777778,4,'Male',40,'Electronics',1,25,8.75,25),"
